CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2016;Huesca;Ciencias Ambientales;Grado;Incumple Régimen de permanencia;Hombres;0;2;2;0;;;29/04/2018
2016;Huesca;Ciencias Ambientales;Grado;Incumple Régimen de permanencia;Mujeres;0;1;1;0;;;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Hombres;0;11;2;0;;;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Graduado;Hombres;35;0;0;0;4.24;95.81;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Graduado;Mujeres;13;0;0;0;4.15;97.53;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;29/04/2018
2016;Huesca;Ciencias de la Actividad Física y del Deporte;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;29/04/2018
2016;Huesca;Diplomado en Nutrición Humana;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;29/04/2018
2016;Huesca;Dirección y planificación del turismo;Máster;Abandono Voluntario;Mujeres;0;4;1;0;;;29/04/2018
2016;Huesca;Dirección y planificación del turismo;Máster;Graduado;Hombres;4;0;0;0;1.67;83.33;29/04/2018
2016;Huesca;Dirección y planificación del turismo;Máster;Graduado;Mujeres;8;0;0;0;1.25;96.41;29/04/2018
2016;Huesca;Enfermería;Grado;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Huesca;Enfermería;Grado;Abandono Voluntario;Mujeres;0;2;0;0;;;29/04/2018
2016;Huesca;Enfermería;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;29/04/2018
2016;Huesca;Enfermería;Grado;Graduado;Hombres;8;0;0;0;4.00;99.07;29/04/2018
2016;Huesca;Enfermería;Grado;Graduado;Mujeres;32;0;0;0;4.00;95.57;29/04/2018
2016;Huesca;Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Graduado;Hombres;3;0;0;0;1.00;100.00;29/04/2018
2016;Huesca;Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Graduado;Mujeres;20;0;0;0;1.15;96.44;29/04/2018
2016;Huesca;Evaluación y Entrenamiento Físico para la Salud;Máster;Graduado;Hombres;12;0;0;0;1.00;100.00;29/04/2018
2016;Huesca;Evaluación y Entrenamiento Físico para la Salud;Máster;Graduado;Mujeres;6;0;0;0;1.00;100.00;29/04/2018
2016;Huesca;Gestión y Administración Pública;Diplomatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Huesca;Gestión y Administración Pública;Diplomatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Huesca;Gestión y Administración Pública;Grado;Abandono Voluntario;Hombres;0;7;2;0;;;29/04/2018
2016;Huesca;Gestión y Administración Pública;Grado;Abandono Voluntario;Mujeres;0;9;5;0;;;29/04/2018
2016;Huesca;Gestión y Administración Pública;Grado;Graduado;Hombres;2;0;0;0;;;29/04/2018
2016;Huesca;Gestión y Administración Pública;Grado;Graduado;Mujeres;5;0;0;0;4.00;92.90;29/04/2018
2016;Huesca;Gestión y Administración Pública;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;29/04/2018
2016;Huesca;Ingeniería Agroalimentaria y del Medio Rural;Grado;Abandono Voluntario;Hombres;0;16;6;0;;;29/04/2018
2016;Huesca;Ingeniería Agroalimentaria y del Medio Rural;Grado;Abandono Voluntario;Mujeres;0;8;1;0;;;29/04/2018
2016;Huesca;Ingeniería Agroalimentaria y del Medio Rural;Grado;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;29/04/2018
2016;Huesca;Ingeniería Agroalimentaria y del Medio Rural;Grado;Graduado;Hombres;6;0;0;0;6.25;69.85;29/04/2018
2016;Huesca;Ingeniería Agroalimentaria y del Medio Rural;Grado;Graduado;Mujeres;4;0;0;0;5.00;87.65;29/04/2018
2016;Huesca;Ingeniería Agroalimentaria y del Medio Rural;Grado;Incumple Régimen de permanencia;Hombres;0;4;2;0;;;29/04/2018
2016;Huesca;Ingeniería Agronómica;Máster;Abandono Voluntario;Hombres;0;1;1;0;;;29/04/2018
2016;Huesca;Ingeniería Agronómica;Máster;Graduado;Hombres;4;0;0;0;2.75;95.24;29/04/2018
2016;Huesca;Ingeniero Agrónomo;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;3;0;0;;;29/04/2018
2016;Huesca;Ingeniero Agrónomo;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Huesca;Ingeniero Agrónomo;Licenciatura o equivalente;Graduado;Hombres;27;0;0;0;10.74;75.26;29/04/2018
2016;Huesca;Ingeniero Agrónomo;Licenciatura o equivalente;Graduado;Mujeres;15;0;0;0;8.08;69.74;29/04/2018
2016;Huesca;Ingeniero Técnico en Explotaciones Agropecuarias;Diplomatura o equivalente;Abandono Voluntario;Hombres;0;2;0;0;;;29/04/2018
2016;Huesca;Ingeniero Técnico Industrial, E. Química Industrial;Diplomatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Huesca;Ini. a la investigación en ciencias agrarias y del medio natural;Máster;Graduado;Hombres;2;0;0;0;;95.28;29/04/2018
2016;Huesca;Ini. a la investigación en ciencias agrarias y del medio natural;Máster;Graduado;Mujeres;1;0;0;0;5.00;80.26;29/04/2018
2016;Huesca;Licenciado en Ciencias de la Actividad Física y del Deporte;Licenciatura o equivalente;Graduado;Hombres;1;0;0;0;15.00;52.13;29/04/2018
2016;Huesca;Licenciado en Ciencias de la Actividad Física y del Deporte;Licenciatura o equivalente;Graduado;Mujeres;1;0;0;0;17.00;63.37;29/04/2018
2016;Huesca;Licenciado en Humanidades;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Infantil;Grado;Abandono Voluntario;Hombres;0;8;5;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Infantil;Grado;Abandono Voluntario;Mujeres;0;20;9;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Infantil;Grado;Graduado;Hombres;5;0;0;0;4.50;89.89;29/04/2018
2016;Huesca;Magisterio en Educación Infantil;Grado;Graduado;Mujeres;97;0;0;0;4.45;91.75;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Abandono Voluntario;Hombres;0;14;7;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Abandono Voluntario;Mujeres;0;5;2;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Graduado;Hombres;25;0;0;0;4.55;90.32;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Graduado;Mujeres;53;0;0;0;4.33;94.64;29/04/2018
2016;Huesca;Magisterio en Educación Primaria;Grado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;29/04/2018
2016;Huesca;Medicina;Grado;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Huesca;Medicina;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Huesca;Medicina;Grado;Traslado a otra Universidad;Mujeres;0;0;0;3;;;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Abandono Voluntario;Hombres;0;4;3;0;;;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Abandono Voluntario;Mujeres;0;7;2;0;;;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;1;0;;;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Graduado;Hombres;5;0;0;0;4.20;98.03;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Graduado;Mujeres;24;0;0;0;4.70;89.08;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;29/04/2018
2016;Huesca;Nutrición Humana y Dietética;Grado;Traslado a otra Universidad;Mujeres;0;0;0;2;;;29/04/2018
2016;Huesca;Odontología;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Huesca;Odontología;Grado;Graduado;Hombres;10;0;0;0;5.12;96.78;29/04/2018
2016;Huesca;Odontología;Grado;Graduado;Mujeres;17;0;0;0;5.00;99.29;29/04/2018
2016;Huesca;Odontología;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;29/04/2018
2016;Huesca;Odontología;Grado;Traslado a otra Universidad;Mujeres;0;0;0;4;;;29/04/2018
2016;Huesca;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Abandono Voluntario;Hombres;0;3;2;0;;;29/04/2018
2016;Huesca;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;29/04/2018
2016;Huesca;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Hombres;9;0;0;0;1.11;98.90;29/04/2018
2016;Huesca;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Mujeres;7;0;0;0;1.00;100.00;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;4;2;0;;;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;8;0;0;;;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Graduado;Hombres;9;0;0;0;5.67;86.48;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Graduado;Mujeres;10;0;0;0;6.00;84.61;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;29/04/2018
2016;Teruel;Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Mujeres;0;0;0;2;;;29/04/2018
2016;Teruel;Bellas Artes;Grado;Abandono Voluntario;Hombres;0;6;2;0;;;29/04/2018
2016;Teruel;Bellas Artes;Grado;Abandono Voluntario;Mujeres;0;14;7;0;;;29/04/2018
2016;Teruel;Bellas Artes;Grado;Graduado;Hombres;6;0;0;0;5.00;91.46;29/04/2018
2016;Teruel;Bellas Artes;Grado;Graduado;Mujeres;17;0;0;0;4.82;95.81;29/04/2018
2016;Teruel;Bellas Artes;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;29/04/2018
2016;Teruel;Enfermería;Grado;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Teruel;Enfermería;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Enfermería;Grado;Graduado;Hombres;3;0;0;0;5.00;95.24;29/04/2018
2016;Teruel;Enfermería;Grado;Graduado;Mujeres;25;0;0;0;4.09;97.65;29/04/2018
2016;Teruel;Ingeniería Electrónica y Automática;Grado;Abandono Voluntario;Hombres;0;10;3;0;;;29/04/2018
2016;Teruel;Ingeniería Electrónica y Automática;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;29/04/2018
2016;Teruel;Ingeniería Electrónica y Automática;Grado;Graduado;Hombres;6;0;0;0;5.33;76.01;29/04/2018
2016;Teruel;Ingeniería Electrónica y Automática;Grado;Graduado;Mujeres;2;0;0;0;7.00;57.46;29/04/2018
2016;Teruel;Ingeniería Electrónica y Automática;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;29/04/2018
2016;Teruel;Ingeniería Electrónica y Automática;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;29/04/2018
2016;Teruel;Ingeniería Informática;Grado;Abandono Voluntario;Hombres;0;9;4;0;;;29/04/2018
2016;Teruel;Ingeniería Informática;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;29/04/2018
2016;Teruel;Ingeniería Informática;Grado;Graduado;Hombres;6;0;0;0;5.67;77.56;29/04/2018
2016;Teruel;Ingeniería Informática;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;29/04/2018
2016;Teruel;Ingeniería Informática;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;29/04/2018
2016;Teruel;Ingeniero Técnico de Telecomunicación;Diplomatura o equivalente;Abandono Voluntario;Hombres;0;3;0;0;;;29/04/2018
2016;Teruel;Ingeniero Técnico de Telecomunicación;Diplomatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Ingeniero Técnico en Informática de Gestión;Diplomatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Teruel;Ingeniero Técnico en Informática de Gestión;Diplomatura o equivalente;Abandono Voluntario;Mujeres;0;2;0;0;;;29/04/2018
2016;Teruel;Ingeniero Técnico en Informática de Gestión;Diplomatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;2;;;29/04/2018
2016;Teruel;Licenciado en Ciencias del Trabajo;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;29/04/2018
2016;Teruel;Licenciado en Ciencias del Trabajo;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Maestro Educación Primaria;Diplomatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Maestro Lengua Extranjera;Diplomatura o equivalente;Abandono Voluntario;Mujeres;0;2;0;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Infantil;Grado;Abandono Voluntario;Hombres;0;4;3;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Infantil;Grado;Abandono Voluntario;Mujeres;0;16;8;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Infantil;Grado;Graduado;Hombres;7;0;0;0;4.40;92.17;29/04/2018
2016;Teruel;Magisterio en Educación Infantil;Grado;Graduado;Mujeres;53;0;0;0;4.31;93.29;29/04/2018
2016;Teruel;Magisterio en Educación Infantil;Grado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Infantil;Grado;Traslado a otra Universidad;Mujeres;0;0;0;3;;;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Abandono Voluntario;Hombres;0;13;6;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Abandono Voluntario;Mujeres;0;16;7;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Graduado;Hombres;17;0;0;0;4.50;89.63;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Graduado;Mujeres;38;0;0;0;4.67;90.06;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;29/04/2018
2016;Teruel;Magisterio en Educación Primaria;Grado;Traslado a otra Universidad;Mujeres;0;0;0;3;;;29/04/2018
2016;Teruel;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Abandono Voluntario;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Hombres;5;0;0;0;1.20;97.02;29/04/2018
2016;Teruel;Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Mujeres;6;0;0;0;1.17;98.33;29/04/2018
2016;Teruel;Psicología;Grado;Abandono Voluntario;Hombres;0;5;1;0;;;29/04/2018
2016;Teruel;Psicología;Grado;Abandono Voluntario;Mujeres;0;20;9;0;;;29/04/2018
2016;Teruel;Psicología;Grado;Graduado;Hombres;9;0;0;0;4.56;90.20;29/04/2018
2016;Teruel;Psicología;Grado;Graduado;Mujeres;54;0;0;0;4.33;91.21;29/04/2018
2016;Teruel;Psicología;Grado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;29/04/2018
2016;Teruel;Psicología;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;29/04/2018
2016;Teruel;Psicología;Grado;Traslado a otra Universidad;Mujeres;0;0;0;4;;;29/04/2018
2016;Teruel;Psicología General Sanitaria;Máster;Graduado;Hombres;2;0;0;0;2.00;100.00;29/04/2018
2016;Teruel;Psicología General Sanitaria;Máster;Graduado;Mujeres;22;0;0;0;2.00;99.85;29/04/2018
2016;Zaragoza;Abogacía;Máster;Abandono Voluntario;Mujeres;0;1;1;0;;;29/04/2018
2016;Zaragoza;Abogacía;Máster;Graduado;Hombres;36;0;0;0;2.00;100.00;29/04/2018
2016;Zaragoza;Abogacía;Máster;Graduado;Mujeres;48;0;0;0;2.00;100.00;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;62;36;0;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;36;12;0;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Hombres;0;21;18;0;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;13;11;0;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Graduado;Hombres;149;0;0;0;5.33;86.37;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Graduado;Mujeres;179;0;0;0;5.09;89.75;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Hombres;0;9;3;0;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Mujeres;0;7;3;0;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Hombres;0;0;0;14;;;29/04/2018
2016;Zaragoza;Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Mujeres;0;0;0;14;;;29/04/2018
2016;Zaragoza;Aprendizaje a lo largo de la vida: Iniciación a la investigación;Máster;Abandono Voluntario;Hombres;0;2;2;0;;;29/04/2018
2016;Zaragoza;Aprendizaje a lo largo de la vida: Iniciación a la investigación;Máster;Abandono Voluntario;Mujeres;0;1;1;0;;;29/04/2018
2016;Zaragoza;Aprendizaje a lo largo de la vida: Iniciación a la investigación;Máster;Graduado;Hombres;4;0;0;0;1.00;100.00;29/04/2018
2016;Zaragoza;Aprendizaje a lo largo de la vida: Iniciación a la investigación;Máster;Graduado;Mujeres;13;0;0;0;1.45;89.44;29/04/2018
2016;Zaragoza;Arquitectura;Grado;Graduado;Hombres;1;0;0;0;9.00;80.65;29/04/2018
2016;Zaragoza;Arquitectura;Máster;Abandono Voluntario;Hombres;0;4;2;0;;;29/04/2018
2016;Zaragoza;Arquitectura;Máster;Abandono Voluntario;Mujeres;0;1;1;0;;;29/04/2018
2016;Zaragoza;Arquitectura;Máster;Graduado;Hombres;20;0;0;0;1.55;78.30;29/04/2018
2016;Zaragoza;Arquitectura;Máster;Graduado;Mujeres;26;0;0;0;1.50;79.81;29/04/2018
2016;Zaragoza;Auditoría;Máster;Abandono Voluntario;Hombres;0;1;1;0;;;29/04/2018
2016;Zaragoza;Auditoría;Máster;Abandono Voluntario;Mujeres;0;1;1;0;;;29/04/2018
2016;Zaragoza;Auditoría;Máster;Graduado;Hombres;11;0;0;0;1.09;99.10;29/04/2018
2016;Zaragoza;Auditoría;Máster;Graduado;Mujeres;18;0;0;0;1.12;98.90;29/04/2018
2016;Zaragoza;Biblioteconomía y Documentación;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;29/04/2018
2016;Zaragoza;Biología Molecular y Celular;Máster;Graduado;Hombres;11;0;0;0;1.09;95.65;29/04/2018
