CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Für Angewandte Wissenschaften Hamburg (Alemania);3;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Fh Joanneum Gesellschaft Mbh (Austria);1;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Charokopio Panepistimio (Grecia);2;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politecnico De Lisboa (Portugal);2;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);3;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;ALEMÁN - B1 (Nivel intermedio);Austria;Fh Joanneum Gesellschaft Mbh (Austria);1;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;GRIEGO - B1 (Nivel intermedio);Grecia;Charokopio Panepistimio (Grecia);2;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Hochschule Für Angewandte Wissenschaften Hamburg (Alemania);3;2;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;INGLÉS - B1 (Nivel intermedio);Finlandia;University Of Eastern Finland (Finlandia);2;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Pavia (Italia);3;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Szkola Glowna Gospodarstwa Wiejskiego (Polonia);2;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);3;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Ciencias de la Salud y del Deporte;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Instituto Politecnico De Lisboa (Portugal);2;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Radboud Universiteit Nijmegen (Holanda);0;0;29/04/2018
2016;ERASMUS;0910-Sanidad (programas generales);Facultad de Medicina;OUT;INGLÉS - B1 (Nivel intermedio);Holanda;Radboud Universiteit Nijmegen (Holanda);0;0;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Trieste (Italia);2;0;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Siena (Italia);2;0;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Sassari (Italia);2;0;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);2;0;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Siena (Italia);2;0;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);2;1;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Sassari (Italia);2;3;29/04/2018
2016;ERASMUS;0911-Estudios de odontología;Facultad de Ciencias de la Salud y del Deporte;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Trieste (Italia);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Escuela de Doctorado;OUT;No Informado;Reino Unido;The University Of Reading (Reino Unido);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Salerno (Italia);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universität Bonn (Alemania);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Ludwig-Maximilians-Universität München (Alemania);3;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Humboldt-Universität Zu Berlin (Alemania);1;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universität Zu Köln (Alemania);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Medicinische Universität Wien (Austria);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Eslovaquia;Univerzita Pavla Jozefa Safárika  V Kosiciach (Eslovaquia);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;University Of Strasburg (Francia);1;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Insubria Varese-Como (Italia);4;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Del Sannio - Benevento (Italia);3;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Perugia (Italia);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);4;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano (Italia);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Pavia (Italia);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Nova De Lisboa (Portugal);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);República Checa;Univerzita Karlova V Praze (República Checa);3;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);República Checa;Ostravská Univerzita V Ostrave (República Checa);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;IN;ESPAÑOL - B1 (Nivel intermedio);República Checa;Univerzita Palackého V Olomouci (República Checa);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Humboldt-Universität Zu Berlin (Alemania);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Universität Zu Köln (Alemania);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Technische Universität München (Alemania);3;3;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universität Bonn (Alemania);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ALEMÁN - B1 (Nivel intermedio);Austria;Medicinische Universität Wien (Austria);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Ludwig-Maximilians-Universität München (Alemania);3;3;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;Universite Libre De Bruxelles (Bélgica);4;4;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite De Rennes I (Francia);3;3;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite François Rabelais (Tours) (Francia);5;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;University Of Strasburg (Francia);1;1;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite Jean Monnet De Saint- Etienne (Francia);5;5;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Bordeaux (Francia);5;5;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B1 (Nivel intermedio);Eslovaquia;Univerzita Pavla Jozefa Safárika  V Kosiciach (Eslovaquia);2;1;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B1 (Nivel intermedio);Finlandia;University Of Eastern Finland (Finlandia);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B1 (Nivel intermedio);República Checa;Univerzita Karlova V Praze (República Checa);0;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B1 (Nivel intermedio);República Checa;Ostravská Univerzita V Ostrave (República Checa);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B1 (Nivel intermedio);Rumanía;Universitatea De Medicina Si Farmacie Iuliu Hatieganu (Rumanía);3;3;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B2 (Nivel avanzado);Eslovaquia;Univerzita Komenskeho V Bratislave (Eslovaquia);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B2 (Nivel avanzado);República Checa;Univerzita Palackého V Olomouci (República Checa);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;INGLÉS - B2 (Nivel avanzado);República Checa;Univerzita Karlova V Praze (República Checa);3;3;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Salerno (Italia);2;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Del Sannio - Benevento (Italia);3;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);4;4;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano (Italia);5;5;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Universita' Degli Studi Di Foggia (Italia);4;3;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Pavia (Italia);6;6;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Perugia (Italia);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Insubria Varese-Como (Italia);4;4;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);5;5;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);3;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;No Informado;Grecia;University Of Crete (Grecia);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;No Informado;Italia;Università Del Sannio - Benevento (Italia);3;0;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Coimbra (Portugal);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Medicina;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade Nova De Lisboa (Portugal);2;2;29/04/2018
2016;ERASMUS;0912-Medicina;Facultad de Veterinaria;OUT;No Informado;Reino Unido;The University Of Reading (Reino Unido);0;0;29/04/2018
2016;ERASMUS;0914-Diagnóstico médico y tecnología para tratamientos;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Technische Universität Wien (Austria);2;0;29/04/2018
2016;ERASMUS;0914-Diagnóstico médico y tecnología para tratamientos;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Katholieke Universiteit Leuven (Bélgica);1;0;29/04/2018
2016;ERASMUS;0914-Diagnóstico médico y tecnología para tratamientos;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Austria;Technische Universität Wien (Austria);2;0;29/04/2018
2016;ERASMUS;0914-Diagnóstico médico y tecnología para tratamientos;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Bélgica;Katholieke Universiteit Leuven (Bélgica);1;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);2;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;IN;INGLÉS - B1 (Nivel intermedio);Bélgica;Odisee University College (Bélgica);0;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;IN;INGLÉS - B1 (Nivel intermedio);Bélgica;Hogeschool Universiteit Brussel (Bélgica);2;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;OUT;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Odisee University College (Bélgica);2;2;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);2;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;OUT;No Informado;Bélgica;Hogeschool Universiteit Brussel (Bélgica);2;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;OUT;No Informado;Dinamarca;Metropolitan University College (Dinamarca);2;0;29/04/2018
2016;ERASMUS;0915-Terapia y rehabilitación;Facultad de Ciencias de la Salud;OUT;OTROS - B1 (Nivel intermedio);Bélgica;Odisee University College (Bélgica);0;0;29/04/2018
2016;ERASMUS;0916-Farmacia;Facultad de Veterinaria;IN;ESPAÑOL - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Padova 'Il Bo' (Italia);2;0;29/04/2018
2016;ERASMUS;0919-Sanidad (otras);Escuela de Ingeniería y Arquitectura;OUT;No Informado;Italia;Università Degli Studi Di Napoli Federico Ii (Italia);2;0;29/04/2018
2016;ERASMUS;0919-Sanidad (otras);Facultad de Ciencias de la Salud;IN;INGLÉS - B1 (Nivel intermedio);Bélgica;Haute Ecole De La Province De Liege Leon-Eli Troclet (Bélgica);2;0;29/04/2018
2016;ERASMUS;0919-Sanidad (otras);Facultad de Ciencias de la Salud;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;Haute Ecole De La Province De Liege Leon-Eli Troclet (Bélgica);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Düsseldorf-University Of Applied Sciences (Alemania);1;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Ostfalia Hochschule Für Angewandte Wissenschaften (Alemania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Alice-Salomon-Hochschule Berlin (Alemania);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Coburg (Alemania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Fachhochschule Potsdam (Alemania);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Fachhochschule Bielefeld (Alemania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Pädagogische Hochschule Freiburg Im Breisgau (Alemania);5;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Management Center Innsbruck Ges.M.B.H (Austria);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Fh Joanneum Gesellschaft Mbh (Austria);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;University Colleges Leuven-Limburg (Bélgica);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Dinamarca;University College South Denmark (Dinamarca);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Eslovenia;Univerza V Ljubljana (Eslovenia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Irts De Lorraine (Francia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Institut Régional De Formation Sanitaire Et Sociale Midi-Pyrénées (Toulouse) (Francia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Toulouse - Jean Jaurès (Francia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Reims Champagne-Ardenne (Francia);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Picardie Jules Verne (Francia);4;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite Du Havre (Francia);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Institut Limayrac (Francia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Saxion University Of Applied Science (Holanda);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Hogeschool Van Amsterdam (Holanda);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Genova (Italia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Per Stranieri Dante Alighieri De Reggio Calabria (Italia);4;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Cagliari (Italia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Trento (Italia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);1;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università  Del Salento (Italia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Universita' Degli Studi Di Milano-Bicocca (Italia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Noruega;Vid Specialized University (Noruega);1;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Católica Portuguesa (Portugal);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Superior Miguel Torga (Portugal);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Lisboa (Portugal);5;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Suiza;Fhs Hochschule Für Angewandte Wissenchaften St. Gallen (Suiza);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;INGLÉS - B1 (Nivel intermedio);Austria;Universität Salzburg (Austria);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Francia;Universite De Reims Champagne-Ardenne (Francia);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Francia;Universite Du Havre (Francia);3;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Francia;Université De Bordeaux (Francia);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Holanda;Hogeschool Van Amsterdam (Holanda);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Lituania;Mykolas Romeris University (Lituania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Pädagogische Hochschule Freiburg Im Breisgau (Alemania);5;1;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Fachhochschule Potsdam (Alemania);3;1;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Fachhochschule Bielefeld (Alemania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Hochschule Düsseldorf-University Of Applied Sciences (Alemania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Ostfalia Hochschule Für Angewandte Wissenschaften (Alemania);2;0;29/04/2018
2016;ERASMUS;0923-Trabajo social y orientación;Facultad de Ciencias Sociales y del Trabajo;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;Management Center Innsbruck Ges.M.B.H (Austria);3;0;29/04/2018
