CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Valenciennes Et Du Hainaut-Cambresis (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;École De Gestion Et De Commerce Tarbes Pyrénnées (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Groupe Ecole Superieure De Commerce De Toulouse (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;École De Gestion Et De Commerce De Rodez (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Pau Et Des Pays De L'Adour (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite Paul Sabatier - Toulouse Iii (Francia);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Ecole Superieure Du Commerce Exterieur (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Toulouse - Jean Jaurès (Francia);5;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Grenoble Alpes (Uga) (Francia);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Savoie Mont Blanc (Francia);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Bourgogne - Dijon (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Technologiko Ekpedeftiko Idrima - Larisas (Grecia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Avans Hogeschool, University Of Applied Sciences (Holanda);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Hogeschool Zeeland (Holanda);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Inholland University (Holanda);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Hungría;Edutus College (Hungría);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Hungría;Szegedi Tudományegyetem (Hungría);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Irlanda (Eire);Institute Of Technology,  Sligo (Irlanda (Eire));2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Ca' Foscari Di Venezia (Italia);4;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Rzeszowski (Polonia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Akademia Wychowania Fizycznego Józefa Pilsudskiego (Polonia);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Akademia Wychowania Fizycznego Im. Jedrzeja Sniadeckiego (Polonia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;The State Vocational Higher School In Zamosc (Polonia);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Algarve (Portugal);4;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico Do Cávado E Do Ave (Portugal);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea De Vest Din Timísoara (Rumanía);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Suiza;University Of Aplied Sciences And Arts Of Western Switzerland (Suiza);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Mersin Üniversitesi (Turquía);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Yildiz Teknik Üniversitesi (Turquía);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;IN;No Informado;Francia;Universite Pierre Mendes France Grenoble 2 (Francia);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Fachhochschule Dortmund (Alemania);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Hochschule Augsburg (Alemania);2;1;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;ALEMÁN - B2 (Nivel avanzado);Suiza;University Of Aplied Sciences And Arts Of Western Switzerland (Suiza);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite De Pau Et Des Pays De L'Adour (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;École De Gestion Et De Commerce De Rodez (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Bélgica;Thomas More Mechelen-Antwerp University College (Bélgica);1;2;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;École De Gestion Et De Commerce Tarbes Pyrénnées (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Universite Paul Sabatier - Toulouse Iii (Francia);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Savoie Mont Blanc (Francia);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Universite De Bourgogne - Dijon (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Universite De Toulouse - Jean Jaurès (Francia);5;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Croacia;Business School Par (Croacia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Groupe Ecole Superieure De Commerce De Toulouse (Francia);2;1;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Université Grenoble Alpes (Uga) (Francia);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Universite Pierre Mendes France Grenoble 2 (Francia);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Hungría;Szegedi Tudományegyetem (Hungría);2;2;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Irlanda (Eire);Institute Of Technology,  Sligo (Irlanda (Eire));2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Ca' Foscari Di Venezia (Italia);4;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Akademia Wychowania Fizycznego Im. Jedrzeja Sniadeckiego (Polonia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Akademia Wychowania Fizycznego Józefa Pilsudskiego (Polonia);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Uniwersytet Rzeszowski (Polonia);2;1;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;The State Vocational Higher School In Zamosc (Polonia);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Rumanía;Universitatea De Vest Din Timísoara (Rumanía);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Yildiz Teknik Üniversitesi (Turquía);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Bau International Berlin University Of Applied Sciences (Alemania);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Croacia;University Of Zagreb (Croacia);3;1;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Finlandia;Centria Ammattikirkeakoulu (Finlandia);2;1;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Ecole Superieure Du Commerce Exterieur (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Universite De Valenciennes Et Du Hainaut-Cambresis (Francia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Grecia;Technologiko Ekpedeftiko Idrima - Larisas (Grecia);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Holanda;Avans Hogeschool, University Of Applied Sciences (Holanda);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Holanda;Inholland University (Holanda);1;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Holanda;Hogeschool Zeeland (Holanda);2;1;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Hungría;Edutus College (Hungría);3;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;INGLÉS - B2 (Nivel avanzado);Turquía;Mersin Üniversitesi (Turquía);2;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;No Informado;Suiza;Lucerne University Of Applied Sciences And Arts - S Business (Suiza);0;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade Do Algarve (Portugal);4;0;29/04/2018
2016;ERASMUS;0410-Administración de empresas (programas generales);Facultad de Empresa y Gestión Pública;OUT;PORTUGUÉS - B2 (Nivel avanzado);Portugal;Instituto Politécnico Do Cávado E Do Ave (Portugal);2;0;29/04/2018
2016;ERASMUS;0411-Contabilidad y fiscalidad;Facultad de Derecho;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;29/04/2018
2016;ERASMUS;0411-Contabilidad y fiscalidad;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;29/04/2018
2016;ERASMUS;0411-Contabilidad y fiscalidad;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Westsächsische Hochschule Zwickau (Fh) (Alemania);5;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;International School Of Management Ism Dortmund (Alemania);4;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Ebc Hochschule Berlin (Alemania);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Imc University Of Applied Sciences Krems (Austria);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Haute Ecole Lucia De Brouckere (Bélgica);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Novia University Of Applied Sciences (Finlandia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite Paul Sabatier - Toulouse Iii (Francia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Ecole Superieure De Commerce La Rochelle (Francia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;S.T.S. Lycée Chaptal (Francia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Institut Limayrac (Francia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Lycée Georges Frêche (Francia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Inholland University (Holanda);5;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Irlanda (Eire);Galway Mayo Institute Of Technology (Irlanda (Eire));6;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Teramo (Italia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Malta;Institute Of Tourism Studies (Malta);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Ekonomiczny W Krakowie (Polonia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Rzeszowski (Polonia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Estoril Higher Institute For Tourism And Hotel And Hotel Studies (Portugal);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Lisboa (Portugal);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Europeia (Portugal);4;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;IN;ESPAÑOL - B1 (Nivel intermedio);Suiza;University Of Aplied Sciences And Arts Of Western Switzerland (Suiza);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Westsächsische Hochschule Zwickau (Fh) (Alemania);5;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Ebc Hochschule Berlin (Alemania);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;ALEMÁN - B2 (Nivel avanzado);Suiza;University Of Aplied Sciences And Arts Of Western Switzerland (Suiza);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Lycée Georges Frêche (Francia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Institut Limayrac (Francia);2;1;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;S.T.S. Lycée Chaptal (Francia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B1 (Nivel intermedio);Finlandia;Novia University Of Applied Sciences (Finlandia);2;1;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B1 (Nivel intermedio);Holanda;Inholland University (Holanda);5;1;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Uniwersytet Rzeszowski (Polonia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Lisboa (Portugal);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Estoril Higher Institute For Tourism And Hotel And Hotel Studies (Portugal);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;International School Of Management Ism Dortmund (Alemania);4;2;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B2 (Nivel avanzado);Austria;Imc University Of Applied Sciences Krems (Austria);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Ecole Superieure De Commerce La Rochelle (Francia);3;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Uniwersytet Ekonomiczny W Krakowie (Polonia);2;2;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Teramo (Italia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;Bélgica;Haute Ecole Lucia De Brouckere (Bélgica);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;Francia;Universite Paul Sabatier - Toulouse Iii (Francia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;Irlanda (Eire);Galway Mayo Institute Of Technology (Irlanda (Eire));6;3;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;Malta;Institute Of Tourism Studies (Malta);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;Portugal;Universidade Europeia (Portugal);4;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Universite Libre De Bruxelles (Bélgica);5;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Ciencias Sociales y del Trabajo;OUT;INGLÉS - B1 (Nivel intermedio);Bélgica;Universite Libre De Bruxelles (Bélgica);5;1;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Thomas More Mechelen-Antwerp University College (Bélgica);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Croacia;University Of Zagreb (Croacia);1;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Savoie Mont Blanc (Francia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Reims Champagne-Ardenne (Francia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite De Pau Et Des Pays De L'Adour (Francia);5;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Avans Hogeschool, University Of Applied Sciences (Holanda);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Inholland University (Holanda);1;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Akademia Wychowania Fizycznego Im. Jedrzeja Sniadeckiego (Polonia);0;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;The State Vocational Higher School In Zamosc (Polonia);1;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Akademia Wychowania Fizycznego Józefa Pilsudskiego (Polonia);1;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;IN;No Informado;Grecia;Technologiko Ekpedeftiko Idrima - Larisas (Grecia);0;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite De Reims Champagne-Ardenne (Francia);2;0;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite De Pau Et Des Pays De L'Adour (Francia);5;2;29/04/2018
2016;ERASMUS;0413-Gestión y administración;Facultad de Empresa y Gestión Pública;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Savoie Mont Blanc (Francia);2;0;29/04/2018
