CURSO_ACADEMICO;ESTUDIO;LOCALIDAD;CENTRO;TIPO_CENTRO;TIPO_ESTUDIO;PLAZAS_OFERTADAS;PLAZAS_MATRICULADAS;PLAZAS_SOLICITADAS;INDICE_OCUPACION;FECHA_ACTUALIZACION
2018;Grado: Magisterio en Educación Infantil;Huesca;Facultad de Ciencias Humanas y de la Educación;Facultad;Grado;120;126;584;105.00;05/01/2020
2018;Grado: Magisterio en Educación Infantil;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Facultad;Grado;120;95;501;79.17;05/01/2020
2018;Grado: Medicina;Zaragoza;Facultad de Medicina;Facultad;Grado;180;180;3133;100.00;05/01/2020
2018;Grado: Medicina;Huesca;Facultad de Ciencias de la Salud y del Deporte;Facultad;Grado;45;45;2706;100.00;05/01/2020
2018;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;32;27;128;84.38;05/01/2020
2018;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;100;96;478;96.00;05/01/2020
2018;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;70;63;266;90.00;05/01/2020
2018;Grado: Historia;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;165;135;473;81.82;05/01/2020
2018;Grado: Historia del Arte;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;120;72;291;60.00;05/01/2020
2018;Grado: Física;Zaragoza;Facultad de Ciencias;Facultad;Grado;72;72;556;100.00;05/01/2020
2018;Grado: Biotecnología;Zaragoza;Facultad de Ciencias;Facultad;Grado;66;68;864;103.03;05/01/2020
2018;Grado: Matemáticas;Zaragoza;Facultad de Ciencias;Facultad;Grado;66;66;586;100.00;05/01/2020
2018;Grado: Química;Zaragoza;Facultad de Ciencias;Facultad;Grado;150;150;787;100.00;05/01/2020
2018;Grado: Nutrición Humana y Dietética;Huesca;Facultad de Ciencias de la Salud y del Deporte;Facultad;Grado;65;65;822;100.00;05/01/2020
2018;Grado: Odontología;Huesca;Facultad de Ciencias de la Salud y del Deporte;Facultad;Grado;36;36;895;100.00;05/01/2020
2018;Grado: Veterinaria;Zaragoza;Facultad de Veterinaria;Facultad;Grado;146;145;1293;99.32;05/01/2020
2018;Grado: Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;Facultad;Grado;400;392;1564;98.00;05/01/2020
2018;Grado: Administración y Dirección de Empresas;Huesca;Facultad de Empresa y Gestión Pública;Facultad;Grado;65;34;286;52.31;05/01/2020
2018;Grado: Administración y Dirección de Empresas;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Facultad;Grado;45;25;194;55.56;05/01/2020
2018;Grado: Derecho;Zaragoza;Facultad de Derecho;Facultad;Grado;308;309;1034;100.32;05/01/2020
2018;Grado: Economía;Zaragoza;Facultad de Economía y Empresa;Facultad;Grado;200;185;1016;92.50;05/01/2020
2018;Grado: Finanzas y Contabilidad;Zaragoza;Facultad de Economía y Empresa;Facultad;Grado;150;129;665;86.00;05/01/2020
2018;Grado: Geografía y Ordenación del Territorio;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;50;32;181;64.00;05/01/2020
2018;Grado: Gestión y Administración Pública;Huesca;Facultad de Empresa y Gestión Pública;Facultad;Grado;40;22;141;55.00;05/01/2020
2018;Grado: Marketing e Investigación de Mercados;Zaragoza;Facultad de Economía y Empresa;Facultad;Grado;150;149;1119;99.33;05/01/2020
2018;Grado: Relaciones Laborales y Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Facultad;Grado;180;176;861;97.78;05/01/2020
2018;Grado: Turismo;Zaragoza;Escuela Universitaria de Turismo de Zaragoza;Centro adscrito;Grado;80;57;581;71.25;05/01/2020
2018;Grado: Ingeniería Agroalimentaria y del Medio Rural;Huesca;Escuela Politécnica Superior;Facultad;Grado;50;31;145;62.00;05/01/2020
2018;Grado: Ingeniería Civil;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Centro adscrito;Grado;54;6;120;11.11;05/01/2020
2018;Grado: Arquitectura Técnica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Centro adscrito;Grado;54;6;116;11.11;05/01/2020
2018;Grado: Ingeniería de Organización Industrial;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Centro adscrito;Grado;60;46;173;76.67;05/01/2020
2018;Grado: Ingeniería de Organización Industrial;Zaragoza;Centro Universitario de la Defensa de Zaragoza;Centro adscrito;Grado;303;279;0;92.08;05/01/2020
2018;Grado: Ingeniería de Tecnologías Industriales;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;180;171;704;95.00;05/01/2020
2018;Grado: Ingeniería de Tecnologías y Servicios de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;90;84;469;93.33;05/01/2020
2018;Grado: Ingeniería Electrica;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;91;68;388;74.73;05/01/2020
2018;Grado: Ingeniería Electrónica y Automática;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;120;106;587;88.33;05/01/2020
2018;Grado: Ingeniería Electrónica y Automática;Teruel;Escuela Universitaria Politécnica de Teruel;Escuela Universitaria;Grado;32;17;91;53.12;05/01/2020
2018;Grado: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;99;98;592;98.99;05/01/2020
2018;Grado: Ingeniería Informática;Teruel;Escuela Universitaria Politécnica de Teruel;Escuela Universitaria;Grado;35;28;207;80.00;05/01/2020
2018;Grado: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;240;215;739;89.58;05/01/2020
2018;Grado: Ingeniería Mecatrónica;Almunia de Doña Godina (La);Escuela Universitaria Politécnica de la Almunia de Doña Godina;Centro adscrito;Grado;60;59;233;98.33;05/01/2020
2018;Grado: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;90;77;439;85.56;05/01/2020
2018;Grado: Lenguas Modernas;Zaragoza;Facultad de Filosofía y Letras;Facultad;Grado;55;48;325;87.27;05/01/2020
2018;Grado: Programa conjunto ADE/Derecho;Zaragoza;Facultad de Derecho;Facultad;Grado;80;80;391;100.00;05/01/2020
2018;Grado: Estudios en Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Grado;70;68;349;97.14;05/01/2020
2018;Grado: Programa conjunto Física-Matemáticas (FisMat);Zaragoza;Facultad de Ciencias;Facultad;Grado;10;10;192;100.00;05/01/2020
2018;Máster: Biología Molecular y Celular;Zaragoza;Facultad de Ciencias;Facultad;Máster;30;20;49;66.67;05/01/2020
2018;Máster: Física y Tecnologías Físicas;Zaragoza;Facultad de Ciencias;Facultad;Máster;30;11;18;36.67;05/01/2020
2018;Máster: Gestión del Patrimonio Cultural;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;35;37;80;105.71;05/01/2020
2018;Máster: Tec.Información Geográfica para Ordenación Territorio: Sig/Teled;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;25;23;65;92.00;05/01/2020
2018;Máster: Gerontología Social;Zaragoza;Facultad de Ciencias de la Salud;Facultad;Máster;36;35;102;97.22;05/01/2020
2018;Máster: Relaciones de Género;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Facultad;Máster;30;30;79;100.00;05/01/2020
2018;Máster: Contabilidad y finanzas;Zaragoza;Facultad de Economía y Empresa;Facultad;Máster;30;14;62;46.67;05/01/2020
2018;Máster: Economía;Zaragoza;Facultad de Economía y Empresa;Facultad;Máster;30;13;37;43.33;05/01/2020
2018;Máster: Iniciación a la investigación en Medicina;Zaragoza;Facultad de Medicina;Facultad;Máster;60;60;109;100.00;05/01/2020
2018;Máster: Nutrición animal;Zaragoza;Facultad de Veterinaria;Facultad;Máster;1;1;1;100.00;05/01/2020
2018;Máster: Ingeniería biomédica;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;30;21;51;70.00;05/01/2020
2018;Máster: Dirección y planificación del turismo;Huesca;Facultad de Empresa y Gestión Pública;Facultad;Máster;30;19;67;63.33;05/01/2020
2018;Máster: Materiales nanoestructurados para aplicaciones nanotecnológicas;Zaragoza;Facultad de Ciencias;Facultad;Máster;25;12;31;48.00;05/01/2020
2018;Máster: Sociología de las Políticas Públicas y Sociales;Zaragoza;Facultad de Economía y Empresa;Facultad;Máster;25;17;46;68.00;05/01/2020
2018;Máster: Aprendizaje a lo largo de la vida: Iniciación a la investigación;Zaragoza;Facultad de Educación;Facultad;Máster;40;18;34;45.00;05/01/2020
2018;Máster: Investigación y Estudios Avanzados en Historia;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;40;11;26;27.50;05/01/2020
2018;Máster: Estudios Avanzados en Historia del Arte;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;35;21;44;60.00;05/01/2020
2018;Máster: Energías Renovables y Eficiencia Energética;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;75;16;61;21.33;05/01/2020
2018;Máster: Historia Contemporánea;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;40;18;34;45.00;05/01/2020
2018;Máster: Ordenación Territorial y Medioambiental;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;25;18;51;72.00;05/01/2020
2018;Máster: Ingeniería Electrónica;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;30;14;23;46.67;05/01/2020
2018;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Zaragoza;Facultad de Educación;Facultad;Máster;510;514;939;100.78;05/01/2020
2018;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Huesca;Facultad de Ciencias Humanas y de la Educación;Facultad;Máster;30;30;45;100.00;05/01/2020
2018;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Facultad;Máster;30;28;44;93.33;05/01/2020
2018;Máster: Salud pública;Zaragoza;Facultad de Medicina;Facultad;Máster;30;17;60;56.67;05/01/2020
2018;Máster: Cond. genéticos, nutric. y amb. del crec. y desarrollo;Zaragoza;Facultad de Medicina;Facultad;Máster;25;25;66;100.00;05/01/2020
2018;Máster: Prevención de riesgos laborales;Zaragoza;Facultad de Derecho;Facultad;Máster;30;24;57;80.00;05/01/2020
2018;Máster: Arquitectura;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;80;28;32;35.00;05/01/2020
2018;Máster: Modelización e Investigación Matemática, Estadística y Computación;Zaragoza;Facultad de Ciencias;Facultad;Máster;17;14;28;82.35;05/01/2020
2018;Máster: Abogacía;Zaragoza;Facultad de Derecho;Facultad;Máster;100;97;172;97.00;05/01/2020
2018;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Huesca;Facultad de Ciencias Humanas y de la Educación;Facultad;Máster;20;4;26;20.00;05/01/2020
2018;Máster: Ingeniería Química;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;40;16;25;40.00;05/01/2020
2018;Máster: Ingeniería Industrial;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;240;99;138;41.25;05/01/2020
2018;Máster: Ingeniería de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;60;15;21;25.00;05/01/2020
2018;Máster: Ingeniería Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;60;8;22;13.33;05/01/2020
2018;Máster: Ingeniería Mecánica;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;30;7;20;23.33;05/01/2020
2018;Máster: Química Industrial;Zaragoza;Facultad de Ciencias;Facultad;Máster;50;19;32;38.00;05/01/2020
2018;Máster: Geología: Técnicas y Aplicaciones;Zaragoza;Facultad de Ciencias;Facultad;Máster;30;5;12;16.67;05/01/2020
2018;Máster: Química Molecular y Catálisis Homogénea;Zaragoza;Facultad de Ciencias;Facultad;Máster;25;15;34;60.00;05/01/2020
2018;Máster: Nanotecnología Medioambiental;Zaragoza;Facultad de Ciencias;Facultad;Máster;0;0;12;;05/01/2020
2018;Máster: Auditoría;Zaragoza;Facultad de Economía y Empresa;Facultad;Máster;32;32;107;100.00;05/01/2020
2018;Máster: Ingeniería Agronómica;Huesca;Escuela Politécnica Superior;Facultad;Máster;40;17;22;42.50;05/01/2020
2018;Máster: Evaluación y Entrenamiento Físico para la Salud;Huesca;Facultad de Ciencias de la Salud y del Deporte;Facultad;Máster;20;13;40;65.00;05/01/2020
2018;Máster: Mundo Antiguo y Patrimonio Arqueológico;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;30;13;27;43.33;05/01/2020
2018;Máster: Iniciación a la Investigación en Ciencias de la Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Facultad;Máster;30;20;47;66.67;05/01/2020
2018;Máster: Dirección, Estrategia y Marketing;Zaragoza;Facultad de Economía y Empresa;Facultad;Máster;30;12;79;40.00;05/01/2020
2018;Máster: Psicología General Sanitaria;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Facultad;Máster;30;30;176;100.00;05/01/2020
2018;Máster: Ingeniería de Diseño de Producto;Zaragoza;Escuela de Ingeniería y Arquitectura;Facultad;Máster;30;6;26;20.00;05/01/2020
2018;Máster: Consultoría de Información y Comunicación Digital;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;25;23;55;92.00;05/01/2020
2018;Máster: Calidad, Seguridad y Tecnología de los Alimentos;Zaragoza;Facultad de Veterinaria;Facultad;Máster;30;21;56;70.00;05/01/2020
2018;Máster: Biotecnología Cuantitativa;Zaragoza;Facultad de Ciencias;Facultad;Máster;20;9;21;45.00;05/01/2020
2018;Máster: Gestión Administrativa;Zaragoza;Facultad de Derecho;Facultad;Máster;30;15;45;50.00;05/01/2020
2018;Máster: Investigación en Filosofía;Zaragoza;Facultad de Filosofía y Letras;Facultad;Máster;12;14;20;116.67;05/01/2020
2018;Doctorado: PD Ciencias de la antigüedad [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;30;6;7;20.00;05/01/2020
2018;Doctorado: PD Estudios ingleses [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;12;8;11;66.67;05/01/2020
2018;Doctorado: PD Literaturas hispánicas [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;25;7;10;28.00;05/01/2020
2018;Doctorado: PD Filosofía [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;8;11;15;137.50;05/01/2020
2018;Doctorado: PD Historia contemporánea [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;15;8;11;53.33;05/01/2020
2018;Máster: Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Zaragoza;Centro Universitario de la Defensa de Zaragoza;Centro adscrito;Máster;25;25;33;100.00;05/01/2020
2018;Doctorado: PD Historia del arte [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;14;18;70.00;05/01/2020
2018;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;8;4;7;50.00;05/01/2020
2018;Doctorado: PD Lingüística hispánica [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;2;6;10.00;05/01/2020
2018;Doctorado: PD Bioquímica y biología molecular [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;30;21;26;70.00;05/01/2020
2018;Doctorado: PD Calidad, seguridad y tecnología de los alimentos [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;7;11;35.00;05/01/2020
2018;Doctorado: PD Ciencia analítica en química [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;11;11;55.00;05/01/2020
2018;Doctorado: PD Física [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;50;14;16;28.00;05/01/2020
2018;Doctorado: PD Geología [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;11;11;18;100.00;05/01/2020
2018;Doctorado: PD Matemáticas y estadística [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;5;3;7;60.00;05/01/2020
2018;Doctorado: PD Producción animal [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;6;2;2;33.33;05/01/2020
2018;Máster: Derecho de la Administración Pública;Zaragoza;Facultad de Derecho;Facultad;Máster;20;19;35;95.00;05/01/2020
2018;Doctorado: PD Química física [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;10;4;4;40.00;05/01/2020
2018;Doctorado: PD Química inorgánica [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;18;8;8;44.44;05/01/2020
2018;Doctorado: PD Química orgánica [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;12;6;13;50.00;05/01/2020
2018;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;7;19;35.00;05/01/2020
2018;Doctorado: PD Ciencias de la salud y del deporte [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;30;21;29;70.00;05/01/2020
2018;Doctorado: PD Medicina [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;75;75;84;100.00;05/01/2020
2018;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;15;7;10;46.67;05/01/2020
2018;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;11;21;55.00;05/01/2020
2018;Doctorado: PD Derecho [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;23;29;115.00;05/01/2020
2018;Doctorado: PD Derechos humanos y libertades fundamentales [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;10;5;8;50.00;05/01/2020
2018;Doctorado: PD Economía [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;15;5;7;33.33;05/01/2020
2018;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;13;18;65.00;05/01/2020
2018;Doctorado: PD Educación [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;25;24;38;96.00;05/01/2020
2018;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;25;8;12;32.00;05/01/2020
2018;Doctorado: PD Relaciones de género y estudios feministas [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;30;4;13;13.33;05/01/2020
2018;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;16;18;80.00;05/01/2020
2018;Doctorado: PD Ciencias agrarias y del medio natural [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;30;8;10;26.67;05/01/2020
2018;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;20;13;15;65.00;05/01/2020
2018;Doctorado: PD Ingeniería biomédica [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;10;10;13;100.00;05/01/2020
2018;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;25;5;7;20.00;05/01/2020
2018;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;30;18;22;60.00;05/01/2020
2018;Doctorado: PD Ingeniería electrónica [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;10;4;4;40.00;05/01/2020
2018;Doctorado: PD Ingeniería mecánica [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;25;13;15;52.00;05/01/2020
2018;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;60;17;25;28.33;05/01/2020
2018;Doctorado: PD Mecánica de fluídos [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;3;2;2;66.67;05/01/2020
2018;Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;10;1;1;10.00;05/01/2020
2018;Doctorado: PD Tecnologías de la información y comunicaciones en redes moviles [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;10;2;3;20.00;05/01/2020
2018;Doctorado: PD Información y Comunicación [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;6;7;15;116.67;05/01/2020
2018;Doctorado: PD Patrimonio, Sociedades y Espacios de Frontera [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;8;4;4;50.00;05/01/2020
2018;Doctorado: PD Logística y gestión de la cadena de suministro [RD 99/2011];Zaragoza;Escuela de Doctorado;Facultad;Doctorado;8;0;0;0.00;05/01/2020
