CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2017;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;3;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;2.35;;05/01/2020
2017;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 99/2011];Doctorado;Graduado;Mujeres;4;0;0;0;2.94;;05/01/2020
2017;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;5;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.87;;05/01/2020
2017;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;2.02;;05/01/2020
2017;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;3;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Derecho [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Derecho [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;4.34;;05/01/2020
2017;Zaragoza;Doctorado: PD Derecho [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;2.23;;05/01/2020
2017;Zaragoza;Doctorado: PD Derecho [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;9;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Derecho [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;7;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.60;;05/01/2020
2017;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;4.13;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;3.54;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;3.52;;05/01/2020
2017;Zaragoza;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Educación [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Educación [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.20;;05/01/2020
2017;Zaragoza;Doctorado: PD Educación [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;2.84;;05/01/2020
2017;Zaragoza;Doctorado: PD Educación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;5;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Educación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;3;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Graduado;Hombres;5;0;0;0;2.11;;05/01/2020
2017;Zaragoza;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;2.84;;05/01/2020
2017;Zaragoza;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Estudios ingleses [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;2.69;;05/01/2020
2017;Zaragoza;Doctorado: PD Estudios ingleses [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.55;;05/01/2020
2017;Zaragoza;Doctorado: PD Estudios ingleses [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;3.39;;05/01/2020
2017;Zaragoza;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.56;;05/01/2020
2017;Zaragoza;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Física [RD 99/2011];Doctorado;Graduado;Hombres;4;0;0;0;3.66;;05/01/2020
2017;Zaragoza;Doctorado: PD Física [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;3;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Física [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Geología [RD 99/2011];Doctorado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Geología [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.18;;05/01/2020
2017;Zaragoza;Doctorado: PD Geología [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Geología [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia contemporánea [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.58;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia contemporánea [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;0.63;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia contemporánea [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.14;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Graduado;Mujeres;4;0;0;0;1.90;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.35;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Información y Comunicación [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Información y Comunicación [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;2.78;;05/01/2020
2017;Zaragoza;Doctorado: PD Información y Comunicación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería biomédica [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería biomédica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;3.08;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería biomédica [RD 99/2011];Doctorado;Graduado;Mujeres;4;0;0;0;3.72;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.49;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Graduado;Hombres;6;0;0;0;3.50;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;3.82;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería electrónica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;3.42;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.50;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.50;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Graduado;Mujeres;7;0;0;0;3.37;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;3.96;;05/01/2020
2017;Zaragoza;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;3.11;;05/01/2020
2017;Zaragoza;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;1.69;;05/01/2020
2017;Zaragoza;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Matemáticas y estadística [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.88;;05/01/2020
2017;Zaragoza;Doctorado: PD Matemáticas y estadística [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;3.56;;05/01/2020
2017;Zaragoza;Doctorado: PD Mecánica de fluídos [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina [RD 99/2011];Doctorado;Graduado;Hombres;4;0;0;0;3.35;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina [RD 99/2011];Doctorado;Graduado;Mujeres;29;0;0;0;3.23;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;5;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;7;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Graduado;Hombres;4;0;0;0;1.08;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Graduado;Mujeres;6;0;0;0;1.40;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;3;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.36;;05/01/2020
2017;Zaragoza;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.92;;05/01/2020
2017;Zaragoza;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Patrimonio, Sociedades y Espacios de Frontera [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Producción animal [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.32;;05/01/2020
2017;Zaragoza;Doctorado: PD Producción animal [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;3.66;;05/01/2020
2017;Zaragoza;Doctorado: PD Química física [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.74;;05/01/2020
2017;Zaragoza;Doctorado: PD Química inorgánica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;2.82;;05/01/2020
2017;Zaragoza;Doctorado: PD Química inorgánica [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;1.60;;05/01/2020
2017;Zaragoza;Doctorado: PD Química inorgánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Química orgánica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;3.74;;05/01/2020
2017;Zaragoza;Doctorado: PD Química orgánica [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;4.00;;05/01/2020
2017;Zaragoza;Doctorado: PD Química orgánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Relaciones de género y estudios feministas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;4.47;;05/01/2020
2017;Zaragoza;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;4.29;;05/01/2020
2017;Zaragoza;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;4;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;4;0;0;;;05/01/2020
2017;Zaragoza;Doctorado: Sociología de las políticas públicas y sociales [RD 1393/2007];Doctorado;Graduado;Mujeres;1;0;0;0;2.36;;05/01/2020
2017;Zaragoza;Enfermería;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;05/01/2020
2017;Zaragoza;Estadística;Diplomatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;2;;;05/01/2020
2017;Zaragoza;Estadística;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;05/01/2020
2017;Zaragoza;Filología Hispánica;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Filología Hispánica;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Filología Hispánica;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;05/01/2020
2017;Zaragoza;Filología Hispánica;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;05/01/2020
2017;Zaragoza;Filología Inglesa;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Filología Inglesa;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;2;0;0;;;05/01/2020
2017;Zaragoza;Filología Inglesa;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;3;;;05/01/2020
2017;Zaragoza;Geografía;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;80;24;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;53;17;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Hombres;0;17;12;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;9;8;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Graduado;Hombres;137;0;0;0;5.25;88.23;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Graduado;Mujeres;159;0;0;0;5.40;90.86;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Hombres;0;19;12;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Mujeres;0;5;1;0;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Hombres;0;0;0;14;;;05/01/2020
2017;Zaragoza;Grado: Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Mujeres;0;0;0;13;;;05/01/2020
2017;Zaragoza;Grado: Biotecnología;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;05/01/2020
2017;Zaragoza;Grado: Biotecnología;Grado;Graduado;Hombres;19;0;0;0;4.06;96.43;05/01/2020
2017;Zaragoza;Grado: Biotecnología;Grado;Graduado;Mujeres;44;0;0;0;4.13;98.66;05/01/2020
2017;Zaragoza;Grado: Biotecnología;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;05/01/2020
2017;Zaragoza;Grado: Biotecnología;Grado;Incumple Régimen de permanencia;Mujeres;0;1;1;0;;;05/01/2020
2017;Zaragoza;Grado: Biotecnología;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Abandono Voluntario;Hombres;0;1;1;0;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Abandono Voluntario;Mujeres;0;3;1;0;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;4;4;0;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Graduado;Hombres;14;0;0;0;4.57;91.01;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Graduado;Mujeres;29;0;0;0;4.19;94.37;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Incumple Régimen de permanencia;Mujeres;0;2;2;0;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;05/01/2020
2017;Zaragoza;Grado: Ciencia y Tecnología de los Alimentos;Grado;Traslado a otra Universidad;Mujeres;0;0;0;3;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Abandono Voluntario;Hombres;0;26;9;0;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Abandono Voluntario;Mujeres;0;27;9;0;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Cambio de estudios sin simultaneidad;Hombres;0;4;3;0;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;10;7;0;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Graduado;Hombres;113;0;0;0;5.00;91.53;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Graduado;Mujeres;191;0;0;0;4.91;92.12;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Traslado a otra Universidad;Hombres;0;0;0;15;;;05/01/2020
2017;Zaragoza;Grado: Derecho;Grado;Traslado a otra Universidad;Mujeres;0;0;0;12;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Abandono Voluntario;Hombres;0;35;19;0;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Abandono Voluntario;Mujeres;0;21;8;0;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Cambio de estudios sin simultaneidad;Hombres;0;8;4;0;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;3;2;0;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Graduado;Hombres;50;0;0;0;5.40;78.66;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Graduado;Mujeres;42;0;0;0;5.50;80.29;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Incumple Régimen de permanencia;Hombres;0;14;8;0;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Incumple Régimen de permanencia;Mujeres;0;5;3;0;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Traslado a otra Universidad;Hombres;0;0;0;14;;;05/01/2020
2017;Zaragoza;Grado: Economía;Grado;Traslado a otra Universidad;Mujeres;0;0;0;2;;;05/01/2020
2017;Zaragoza;Grado: Enfermería;Grado;Abandono Voluntario;Hombres;0;5;2;0;;;05/01/2020
2017;Zaragoza;Grado: Enfermería;Grado;Abandono Voluntario;Mujeres;0;6;3;0;;;05/01/2020
2017;Zaragoza;Grado: Enfermería;Grado;Cambio de estudios sin simultaneidad;Hombres;0;3;2;0;;;05/01/2020
