CURSO_ACADEMICO;CENTRO;ESTUDIO;TIPO_ESTUDIO;ALUMNOS_MATRICULADOS;ALUMNOS_NUEVO_INGRESO;PLAZAS_OFERTADAS;ALUMNOS_GRADUADOS;ALUMNOS_ADAPTA_GRADO_MATRI;ALUMNOS_ADAPTA_GRADO_MATRI_NI;ALUMNOS_ADAPTA_GRADO_TITULADO;ALUMNOS_CON_RECONOCIMIENTO;ALUMNOS_MOVILIDAD_ENTRADA;ALUMNOS_MOVILIDAD_SALIDA;CREDITOS_MATRICULADOS;CREDITOS_RECONOCIDOS;DURACION_MEDIA_GRADUADOS;TASA_EXITO;TASA_RENDIMIENTO;TASA_EFICIENCIA;TASA_ABANDONO;TASA_GRADUACION;FECHA_ACTUALIZACION
2017;Escuela de Ingeniería y Arquitectura;2-Energías Renovables y Eficiencia Energética;Máster;39;23;75;8;0;0;0;2;22;1;1509.50;45.00;1.86;95.91;84.04;96.77;0.00;82.35;05/01/2020
2017;Facultad de Filosofía y Letras;2-Historia Contemporánea;Máster;20;14;40;10;0;0;0;0;2;0;935.00;0.00;1.00;97.95;76.47;99.17;18.18;81.82;05/01/2020
2017;Facultad de Filosofía y Letras;2-Ordenación Territorial y Medioambiental;Máster;17;16;25;13;0;0;0;0;;4;984.00;0.00;1.00;100.00;89.19;100.00;12.50;81.25;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería Electrónica;Máster;18;13;30;11;0;0;0;1;2;0;728.00;15.00;1.33;100.00;88.87;93.77;12.50;87.50;05/01/2020
2017;Facultad de Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;557;485;495;410;0;0;0;34;4;0;28824.00;653.00;1.13;99.12;93.69;97.91;4.23;88.86;05/01/2020
2017;Facultad de Ciencias Humanas y de la Educación;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;24;19;20;21;0;0;0;0;1;0;1219.00;0.00;1.38;99.33;97.87;97.15;0.00;94.74;05/01/2020
2017;Facultad de Ciencias Sociales y Humanas de Teruel;2-Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;18;18;20;18;0;0;0;0;;0;1080.00;0.00;1.00;100.00;100.00;100.00;0.00;100.00;05/01/2020
2017;Facultad de Medicina;2-Salud pública;Máster;28;23;30;21;0;0;0;2;;0;1326.00;34.00;1.20;100.00;97.89;97.72;0.00;100.00;05/01/2020
2017;Facultad de Medicina;2-Cond. genéticos, nutric. y amb. del crec. y desarrollo;Máster;42;27;25;20;0;0;0;0;;0;1511.00;0.00;1.11;100.00;99.80;98.44;20.00;80.00;05/01/2020
2017;Facultad de Derecho;2-Prevención de riesgos laborales;Máster;31;25;30;22;0;0;0;3;;0;1865.00;155.00;1.19;98.03;93.40;98.51;13.64;81.82;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Arquitectura;Máster;87;55;80;60;0;0;0;1;5;4;4284.00;30.00;1.46;99.82;80.91;82.82;0.00;92.45;05/01/2020
2017;Facultad de Ciencias;2-Modelización e Investigación Matemática, Estadística y Computación;Máster;17;12;17;12;0;0;0;0;2;2;834.00;0.00;1.18;99.15;89.23;93.75;8.33;83.33;05/01/2020
2017;Facultad de Derecho;2-Abogacía;Máster;175;79;100;94;0;0;0;6;;0;7627.00;72.00;1.99;99.77;98.15;99.91;1.27;94.94;05/01/2020
2017;Facultad de Ciencias Humanas y de la Educación;2-Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;19;18;20;12;0;0;0;1;;0;1057.00;9.00;1.00;99.39;92.62;100.00;5.88;88.24;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería Química;Máster;26;13;40;12;0;0;0;0;12;3;1104.00;0.00;2.00;100.00;98.54;99.45;0.00;66.67;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería Industrial;Máster;237;107;240;70;0;0;0;3;16;31;12226.50;24.00;2.25;95.06;88.53;95.16;6.90;70.11;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Telecomunicación;Máster;23;9;60;9;0;0;0;0;;7;1216.00;0.00;2.00;96.79;90.06;98.18;16.67;66.67;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería Informática;Máster;21;10;60;6;0;0;0;0;2;0;744.00;0.00;2.20;94.44;82.26;97.25;0.00;100.00;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería Mecánica;Máster;22;19;30;11;0;0;0;2;10;0;1044.00;9.00;1.36;98.06;87.21;90.04;6.67;66.67;05/01/2020
2017;Facultad de Ciencias;2-Química Industrial;Máster;25;22;50;21;0;0;0;0;;0;1359.00;0.00;1.05;100.00;96.69;99.29;0.00;95.45;05/01/2020
2017;Facultad de Ciencias;2-Geología: Técnicas y Aplicaciones;Máster;15;13;30;10;0;0;0;0;1;0;804.00;0.00;1.20;98.33;88.06;96.15;7.69;92.31;05/01/2020
2017;Facultad de Ciencias;2-Química Molecular y Catálisis Homogénea;Máster;19;19;25;16;0;0;0;0;3;3;1140.00;0.00;1.00;98.72;88.55;100.00;5.26;89.47;05/01/2020
2017;Facultad de Ciencias;2-Nanotecnología Medioambiental;Máster;1;0;;1;0;0;0;0;;0;12.00;0.00;2.00;100.00;100.00;83.33;;;05/01/2020
2017;Facultad de Economía y Empresa;2-Auditoría;Máster;34;31;32;23;0;0;0;0;;0;1872.00;0.00;1.09;96.54;89.53;99.14;6.67;80.00;05/01/2020
2017;Escuela Politécnica Superior;2-Ingeniería Agronómica;Máster;21;11;25;4;0;0;0;1;;0;636.00;6.00;2.50;93.12;70.28;89.92;0.00;66.67;05/01/2020
2017;Facultad de Ciencias de la Salud y del Deporte;2-Evaluación y Entrenamiento Físico para la Salud;Máster;13;11;20;10;0;0;0;0;;0;672.00;0.00;1.00;100.00;97.32;100.00;0.00;100.00;05/01/2020
2017;Facultad de Filosofía y Letras;2-Estudios Avanzados de Literatura y Cine en Lengua Inglesa;Máster;3;0;;0;0;0;0;0;;0;45.00;0.00;;;;;;;05/01/2020
2017;Facultad de Filosofía y Letras;2-Mundo Antiguo y Patrimonio Arqueológico;Máster;14;13;30;12;0;0;0;0;1;0;792.00;0.00;1.00;100.00;96.97;100.00;0.00;100.00;05/01/2020
2017;Facultad de Ciencias de la Salud;2-Iniciación a la Investigación en Ciencias de la Enfermería;Máster;21;18;30;15;0;0;0;1;;0;1116.00;48.00;1.13;100.00;93.55;97.40;0.00;94.44;05/01/2020
2017;Facultad de Economía y Empresa;2-Dirección, Estrategia y Marketing;Máster;17;10;30;8;0;0;0;1;;0;660.00;15.00;1.29;98.90;84.91;95.24;33.33;55.56;05/01/2020
2017;Facultad de Ciencias Sociales y Humanas de Teruel;2-Psicología General Sanitaria;Máster;64;30;30;31;0;0;0;0;;0;2748.00;0.00;2.10;100.00;97.60;98.62;0.00;90.00;05/01/2020
2017;Escuela de Ingeniería y Arquitectura;2-Ingeniería de Diseño de Producto;Máster;16;12;30;11;0;0;0;2;4;0;658.50;63.00;1.20;100.00;93.17;96.18;0.00;100.00;05/01/2020
2017;Facultad de Filosofía y Letras;2-Literaturas Hispánicas y Lengua Española: Tradición e Identidades;Máster;11;5;25;7;0;0;0;4;5;0;384.00;192.00;1.00;100.00;87.50;95.24;0.00;80.00;05/01/2020
2017;Facultad de Filosofía y Letras;2-Consultoría de Información y Comunicación Digital;Máster;29;22;25;11;0;0;0;9;1;0;1362.00;54.00;1.36;96.13;65.64;95.33;30.00;45.00;05/01/2020
2017;Facultad de Veterinaria;2-Calidad, Seguridad y Tecnología de los Alimentos;Máster;27;24;30;22;0;0;0;0;;0;1455.00;0.00;1.05;99.36;96.08;98.21;4.35;91.30;05/01/2020
2017;Facultad de Ciencias;2-Biotecnología Cuantitativa;Máster;10;10;20;10;0;0;0;0;2;0;600.00;0.00;1.00;100.00;100.00;100.00;0.00;100.00;05/01/2020
2017;Facultad de Derecho;2-Gestión Administrativa;Máster;16;15;30;15;0;0;0;0;;0;906.00;0.00;1.07;100.00;99.34;99.34;0.00;93.33;05/01/2020
2017;Facultad de Filosofía y Letras;2-Investigación en Filosofía;Máster;9;9;12;6;0;0;0;0;;0;510.00;0.00;1.00;100.00;88.24;100.00;11.11;88.89;05/01/2020
2017;Centro Universitario de la Defensa de Zaragoza;2-Dirección y Gestión de Adquisiciones de Sistemas para la Defensa;Máster;29;29;30;;0;0;;12;;0;758.00;141.00;;100.00;100.00;;;;05/01/2020
2017;Escuela de Doctorado;4-Movilidad Doctorado;Movilidad de entrada;1;0;;;0;0;;0;;0;0.00;0.00;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Medicina;Doctorado;;;;2;;;0;;;;;;0.25;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Calidad, seguridad y tecnología de los alimentos;Doctorado;;;;1;;;0;;;;;;1.98;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Medicina y sanidad animal;Doctorado;;;;0;;;0;;;;;;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Bioquímica y biología molecular;Doctorado;;;;1;;;0;;;;;;2.53;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Geología;Doctorado;;;;1;;;0;;;;;;0.31;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Ingeniería química y del medio ambiente;Doctorado;;;;1;;;0;;;;;;0.46;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Historia moderna;Doctorado;;;;1;;;0;;;;;;0.37;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Ciencias de la antigüedad;Doctorado;;;;1;;;0;;;;;;1.54;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Historia del arte;Doctorado;;;;0;;;0;;;;;;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Sociología de las políticas públicas y sociales;Doctorado;;;;1;;;0;;;;;;2.36;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Derecho;Doctorado;;;;1;;;0;;;;;;0.90;;;;;;05/01/2020
2017;Escuela de Doctorado;3-Educación;Doctorado;;;;1;;;0;;;;;;4.53;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ciencias de la antigüedad;Doctorado;58;8;50;6;0;0;0;0;;0;0.00;0.00;2.22;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Estudios ingleses;Doctorado;28;8;12;4;0;0;0;0;;0;0.00;0.00;2.90;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Literaturas hispánicas;Doctorado;27;7;25;2;0;0;0;0;;0;0.00;0.00;1.69;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Filosofía;Doctorado;16;7;8;2;0;0;0;0;;0;0.00;0.00;3.48;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Historia contemporánea;Doctorado;38;6;15;3;0;0;0;0;;0;0.00;0.00;1.93;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Historia del arte;Doctorado;55;8;20;6;0;0;0;0;;0;0.00;0.00;1.98;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Historia, sociedad y cultura: épocas medieval y moderna;Doctorado;24;4;8;1;0;0;0;0;;0;0.00;0.00;2.35;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Lingüística hispánica;Doctorado;41;9;20;4;0;0;0;0;;0;0.00;0.00;3.32;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Bioquímica y biología molecular;Doctorado;78;17;30;8;0;0;0;0;;0;0.00;0.00;3.18;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Calidad, seguridad y tecnología de los alimentos;Doctorado;31;4;20;2;0;0;0;0;;0;0.00;0.00;2.92;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ciencia analítica en química;Doctorado;26;7;20;3;0;0;0;0;;0;0.00;0.00;2.01;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Física;Doctorado;63;17;50;4;0;0;0;0;;0;0.00;0.00;3.66;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Geología;Doctorado;40;6;11;1;0;0;0;0;;0;0.00;0.00;2.18;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Matemáticas y estadística;Doctorado;14;4;5;4;0;0;0;0;;0;0.00;0.00;3.72;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Producción animal;Doctorado;16;5;6;4;0;0;0;0;;0;0.00;0.00;3.00;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Química física;Doctorado;11;3;10;2;0;0;0;0;;0;0.00;0.00;3.74;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Química inorgánica;Doctorado;43;7;18;6;0;0;0;0;;0;0.00;0.00;2.21;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Química orgánica;Doctorado;27;5;12;5;0;0;0;0;;0;0.00;0.00;3.85;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ciencias biomédicas y biotecnológicas;Doctorado;33;16;10;3;0;0;0;0;;0;0.00;0.00;1.24;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ciencias de la salud y del deporte;Doctorado;114;30;30;7;0;0;0;0;;0;0.00;0.00;2.68;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Medicina;Doctorado;263;71;60;33;0;0;0;0;;0;0.00;0.00;3.25;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Medicina y sanidad animal;Doctorado;54;17;15;10;0;0;0;0;;0;0.00;0.00;1.28;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Contabilidad y finanzas;Doctorado;35;10;20;3;0;0;0;0;;0;0.00;0.00;2.31;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Derecho;Doctorado;93;24;20;5;0;0;0;0;;0;0.00;0.00;3.07;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Derechos humanos y libertades fundamentales;Doctorado;37;6;10;2;0;0;0;0;;0;0.00;0.00;2.60;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Economía;Doctorado;54;12;15;2;0;0;0;0;;0;0.00;0.00;4.13;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Economía y gestión de las organizaciones;Doctorado;33;7;20;3;0;0;0;0;;0;0.00;0.00;3.52;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Educación;Doctorado;94;28;25;3;0;0;0;0;;0;0.00;0.00;3.08;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ordenación del territorio y medio ambiente;Doctorado;39;5;25;1;0;0;0;0;;0;0.00;0.00;3.92;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Relaciones de género y estudios feministas;Doctorado;16;8;30;0;0;0;0;0;;0;0.00;0.00;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Sociología de las políticas públicas y sociales;Doctorado;53;9;20;2;0;0;0;0;;0;0.00;0.00;4.38;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ciencias agrarias y del medio natural;Doctorado;36;13;30;7;0;0;0;0;;0;0.00;0.00;2.83;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Energías renovables y eficiencia energética;Doctorado;58;13;20;6;0;0;0;0;;0;0.00;0.00;2.23;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ingeniería biomédica;Doctorado;45;16;10;7;0;0;0;0;;0;0.00;0.00;3.44;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ingeniería de diseño y fabricación;Doctorado;34;8;25;2;0;0;0;0;;0;0.00;0.00;2.49;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ingeniería de sistemas e informática;Doctorado;57;19;30;9;0;0;0;0;;0;0.00;0.00;3.60;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ingeniería electrónica;Doctorado;26;10;10;0;0;0;0;0;;0;0.00;0.00;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ingeniería mecánica;Doctorado;44;12;25;4;0;0;0;0;;0;0.00;0.00;3.44;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Ingeniería química y del medio ambiente;Doctorado;71;16;60;8;0;0;0;0;;0;0.00;0.00;3.26;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Mecánica de fluídos;Doctorado;9;3;3;0;0;0;0;0;;0;0.00;0.00;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Nuevos territorios en la arquitectura;Doctorado;41;7;10;2;0;0;0;0;;0;0.00;0.00;3.36;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Tecnologías de la información y comunicaciones en redes moviles;Doctorado;16;4;10;;0;0;;0;;0;0.00;0.00;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Información y Comunicación;Doctorado;26;8;6;2;0;0;0;0;;0;0.00;0.00;2.78;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Patrimonio, Sociedades y Espacios de Frontera;Doctorado;8;5;8;0;0;0;0;0;;0;0.00;0.00;;;;;;;05/01/2020
2017;Escuela de Doctorado;3-PD Logística y gestión de la cadena de suministro;Doctorado;3;1;8;;0;0;;0;;0;0.00;0.00;;;;;;;05/01/2020
